"m1","t","y"
-2.76584186107649,"1",2.53480908055131
-2.20092638069185,"1",2.24618292357546
-2.0137152875968,"1",2.59307358100591
-1.86909198834704,"1",2.08233308041295
-1.86018558364313,"1",1.88433982375265
-1.84542334538869,"1",2.3629312718794
-1.81788932156206,"1",2.69783422911497
-1.78491900131971,"1",1.6945878539831
-1.74886838257142,"1",1.87513918780273
-1.73296603155737,"1",1.96907315428898
-1.72345738197917,"1",2.05982109626294
-1.70633881484033,"1",1.87104613398586
-1.67755590547646,"1",2.1360904789372
-1.63400102833399,"1",1.84711183426885
-1.61726215967512,"1",1.65293839257075
-1.59788872238694,"1",1.82774450224978
-1.59507330250944,"1",1.9829957698972
-1.57129424534683,"1",1.28241559315725
-1.52785482853731,"1",2.16693411859444
-1.50106315191256,"1",1.46261417265774
-1.45581255411732,"1",1.86328582947139
-1.42652212363743,"1",1.51076634314128
-1.40322407897314,"1",1.12227115622387
-1.37429353214631,"1",1.78579795971854
-1.37360250565102,"1",1.52106510607147
-1.34700620657243,"1",1.58252193956213
-1.34028551387236,"1",1.79597186002985
-1.33470300749395,"1",1.66754246464493
-1.32933610785505,"1",1.51290723915791
-1.31339956538366,"1",1.85887826458677
-1.30236637099556,"1",1.35280366009274
-1.29422017219838,"1",1.10654749570853
-1.27243986233877,"1",1.68697232319858
-1.24808675955831,"1",1.51103982329327
-1.24213153586985,"1",1.65856407041757
-1.23251553065927,"1",1.44663294795406
-1.21332195932919,"1",1.62200330741562
-1.17052366293781,"1",0.901152761992461
-1.16751372268174,"1",2.13945730532536
-1.15823605321857,"1",1.6868339509265
-1.15788386138714,"1",1.76071819834677
-1.15428657609518,"1",0.956717292517746
-1.1503608712788,"1",1.13641149837535
-1.14161882858604,"1",1.11659335359298
-1.13553906924745,"1",1.32082879451084
-1.13355604105639,"1",1.60538556873727
-1.13268950718855,"1",1.32272036601586
-1.12437059650539,"1",1.0397036506314
-1.11645071293832,"1",1.18906105185765
-1.10559304982077,"1",1.36118064642611
-1.09476510720515,"1",1.58424746328282
-1.08688203471618,"1",1.14882150827924
-1.06914590659289,"1",1.14705266693198
-1.06459388454744,"1",1.33006177260912
-1.06077769210862,"1",1.50068562876957
-1.04060791618362,"1",0.934546789012134
-1.03969281076543,"1",1.43622843699303
-1.03304515549315,"1",1.63959555484617
-1.03156743691564,"1",0.975064907330581
-1.02738535786428,"1",1.64979974592206
-1.01277252214298,"1",0.920341493052843
-0.996831588858604,"1",1.56985467847964
-0.996277790297819,"1",0.838086098778898
-0.995288877746756,"1",1.05118784744157
-0.995007352221829,"1",1.34152873264664
-0.984919110064885,"1",1.08140640680402
-0.966078572152208,"1",0.864419741243553
-0.949387768804602,"1",0.716409949467616
-0.938863245028883,"1",1.0251051961948
-0.931031716886919,"1",0.935812956213818
-0.930743959712768,"1",1.49340788199237
-0.929623012558296,"1",1.36116608975123
-0.916995275904172,"1",0.719946851102768
-0.910052008167041,"1",0.960098941691516
-0.909637339081519,"1",1.23676722417397
-0.908321455682165,"1",1.15920428818435
-0.89914900928841,"1",1.36301851365106
-0.895114701900551,"1",1.02977797609327
-0.886344171222074,"1",1.02724515435525
-0.866330164773376,"1",0.828808819582617
-0.864016178955603,"1",0.851284659903981
-0.858801664528076,"1",1.42839403913494
-0.857606522989736,"1",1.30852507652088
-0.848408605691669,"1",1.25996671608162
-0.84136209320268,"1",1.15579946101551
-0.838114426285961,"1",1.24706145425571
-0.830884792836214,"1",1.24432109780201
-0.822273563517689,"1",0.94755160754791
-0.820134424015224,"1",0.991575102371965
-0.813435973265034,"1",1.20149214953391
-0.812898701670205,"1",0.539446277241815
-0.805044347985591,"1",1.14187328171719
-0.80477520246822,"1",0.948241813396093
-0.803431868808141,"1",1.13174033719983
-0.798765471507693,"1",1.01730548670841
-0.792047429019936,"1",1.16050983312541
-0.790064344849027,"1",0.577854074712806
-0.786924948254654,"1",0.759598451356134
-0.777738081972412,"1",1.43293709907166
-0.773883909901468,"1",1.03151648534728
-0.770826653268527,"1",1.28688507308563
-0.769874236134924,"1",0.765034051997864
-0.767722062811842,"1",1.50227438438398
-0.766882043494666,"1",0.726032303458067
-0.763842357671626,"1",1.13218927037242
-0.762787648762003,"1",0.873437207794515
-0.756014520551714,"1",1.17748958948577
-0.744054528571753,"1",0.715907609908049
-0.741744416419439,"1",1.16097079382422
-0.738627209145563,"1",1.28966714420755
-0.735509107599551,"1",0.722108923629506
-0.726512347091015,"1",0.995213553052249
-0.724579688512104,"1",1.0654997734034
-0.715177736181462,"1",1.36125523316786
-0.712641539049659,"1",0.580361739003197
-0.707976758386582,"1",0.902433531588544
-0.70472602945248,"1",0.746510041860556
-0.704160031228331,"1",1.12974104432677
-0.702229301891402,"1",1.2065891942302
-0.698948462247818,"1",0.767174109205318
-0.698402498975525,"1",1.23741930437019
-0.691294761427083,"1",1.15542219550128
-0.688276797893077,"1",0.908184997361901
-0.682869803071664,"1",0.993687373336778
-0.676363424224542,"1",0.221024175522239
-0.673835382557937,"1",1.00343418262185
-0.66483172880116,"1",1.05614825956196
-0.656446392098701,"1",0.631779816928106
-0.648243529668936,"1",0.410227717069979
-0.647928765081806,"1",1.30644999318592
-0.64412452380827,"1",0.524183406355176
-0.640601607969925,"1",1.10765565610181
-0.639888790405782,"1",0.530909336018339
-0.637096663040936,"1",1.20882566059334
-0.636092177296303,"1",0.43069647326701
-0.628805144560839,"1",0.646633449736534
-0.628085308817861,"1",0.722923378714754
-0.627926572801694,"1",0.652531157908404
-0.620598020954575,"1",0.628010452428098
-0.619990626596481,"1",0.876489912358493
-0.616928603202842,"1",0.472307230484907
-0.616344980291651,"1",0.957092381398993
-0.61324934706887,"1",0.768429933224624
-0.608494491377402,"1",1.248080393539
-0.606807586951993,"1",0.941674476645511
-0.606541574466292,"1",0.833593452430881
-0.605709705941,"1",1.07812675060286
-0.605705006061574,"1",0.701619623368938
-0.600995625774107,"1",1.05664407142233
-0.593798141629812,"1",0.796006933208018
-0.589057287414776,"1",0.868654084002945
-0.587660585724944,"1",0.587925008008347
-0.586692159390816,"1",1.42778805636295
-0.583372061558917,"1",0.583482764910622
-0.583216703682378,"1",0.562128058647095
-0.580186308296087,"1",0.997904958047626
-0.578839551542945,"1",0.643961916487235
-0.578748308125457,"1",1.2057615435235
-0.577947413832749,"1",0.860425339456196
-0.577880680327357,"1",1.19661911170174
-0.575357058428567,"1",0.978595047368679
-0.573822134506264,"1",0.426161112575935
-0.573649894030796,"1",0.755901857211623
-0.569003312532028,"1",0.815595591892606
-0.568005628909899,"1",1.73998186594084
-0.566885298995654,"1",0.767181525450362
-0.563532179327817,"1",0.855226080450442
-0.56267681991679,"1",0.450753906465699
-0.559647552583532,"1",0.995449250047073
-0.55706516895117,"1",0.962539180735341
-0.554597623606114,"1",1.05506870560247
-0.554470353635345,"1",0.460334231055375
-0.55417288597871,"1",0.937478149488298
-0.545138403414104,"1",0.819547465823675
-0.545038163347542,"1",0.538808767357794
-0.544962842158296,"1",0.819570485940765
-0.54363226274763,"1",0.566110797824963
-0.543399045245328,"1",1.06237350704291
-0.539556866495862,"1",0.837457148976396
-0.538561813742017,"1",0.6925255470242
-0.536168139695945,"1",1.08965417793575
-0.529382925430328,"1",0.842564788948698
-0.525333413771129,"1",0.905547980409902
-0.524786111354448,"1",0.748531830592704
