"x1","x2","x3","x4","t","y"
3.44109887321972,2.84246244842762,1.37912529800749,0.640090428093999,"0",-3.96241469270209
2.15677605399513,1.94556700182797,1.68480587227345,2.43241601868237,"0",-2.28688549218895
2.4090001025845,2.23297789012926,2.19314024788236,2.08873321396001,"0",-2.36366197873903
1.6447519610813,1.43075617405044,2.54571877303595,2.95999205410965,"0",-1.1308336917266
3.42674038167242,5.3335259048096,0.256531303592301,-0.277392865473131,"0",-12.6827587610179
2.67685913429694,2.01340593264251,1.44196347307606,0.978516106001279,"0",-2.35264026809164
2.65147086295687,3.29978779676785,0.80836606202001,0.673225253824732,"0",-6.0669542064321
3.93668341112529,4.19687518969805,0.204507434111675,0.0533579889855944,"0",-7.68958343991318
3.66301329089901,2.91998598215018,0.255154737582448,1.94560256372017,"0",-3.67009082263197
1.36719737156688,1.88386230288082,2.58865634689974,1.66114800984453,"0",-2.10007973015975
-1.1560218930962,1.38137937408895,2.9105539983778,2.14778584385487,"0",1.01283122437033
0.656046764390302,1.38725848989936,4.00697275648335,2.70252051567858,"0",-0.161095174872506
2.79812173228463,1.85217552073233,2.09724254535277,2.53011020490236,"0",-1.31077185263299
3.48373039209797,3.6386048314766,0.942993787704861,1.79478340384593,"0",-5.5479664229333
2.18618116865199,1.99446237693669,0.985298021514774,-0.348042516442916,"0",-3.59861459716863
2.25835226641683,1.96078633212835,1.94421346961599,2.69332464948969,"0",-1.88310342785728
1.7739230932515,1.25947091405885,2.55321788276864,2.34599276037512,"1",1.04018592135136
3.79255179203276,3.38476932064035,0.55073899077409,1.93497589096419,"0",-4.96548730951019
2.31043840566217,3.70923844895276,0.359165181650807,0.609894177606146,"0",-7.7021587389584
3.20643757238076,2.25912153743439,0.834471898252881,1.84920126337705,"0",-2.71407165626552
1.57590839834609,1.1177542302837,2.41509321906882,1.25428590957127,"0",-0.932114722332212
2.97715818962452,3.87315413479534,0.768102655630866,1.49372282659237,"0",-7.16393113168184
2.09363344823172,2.8594018590323,3.11712813297469,2.60084886742422,"0",-4.36550649391025
1.29855143252018,2.00707015194687,2.45718174843304,2.8169016502612,"0",-2.32228934251946
3.01075453097012,2.72433882829779,1.21016010518143,1.96814672801168,"0",-4.02431336773685
0.854815839526571,1.87024038694944,1.49814922616985,2.67347951025454,"1",-1.71762286218348
2.95194364177008,2.17396354363346,2.9430884946476,1.53478595882908,"0",-1.77976115866769
2.29331126748536,2.46350068009592,2.73245052135537,0.929013481913477,"0",-3.56938699540322
3.75459862611155,1.76984713285548,1.76819279154118,1.60292656520246,"0",-0.931729655612938
1.99716639810211,1.77690705965452,2.83410216893719,3.28803081393781,"1",0.767729130602152
0.518571889677335,0.930709198138439,1.46203807687746,2.55055165141886,"0",-0.362988585718952
2.43074489934181,1.6434371203995,1.71843569423883,1.142201234669,"0",-2.2060352743056
-0.023637564292821,1.88432848752386,3.29800721081159,1.87565871496022,"0",-1.29077662840667
0.0503478946972113,-1.51528700887401,3.25442886060978,3.04223529324959,"1",3.13083535517653
0.931861276487945,1.63686185875387,3.29394375006003,2.16586936074682,"0",-1.24600653072233
0.612820210628203,1.46318278568688,2.95197263696836,2.52295698356699,"0",-0.277266568919789
3.58201493243411,3.37932477426179,1.14066935276075,0.444448906463131,"0",-5.6483374189251
3.01155574346915,3.35475633133469,1.91148069001499,0.944777923449208,"0",-5.62155069356124
3.55018703289499,2.58835660052056,1.17089621013822,1.15732636275865,"0",-3.07953484461035
1.06398789080038,1.23218065676222,3.09409655720288,3.08616678941187,"0",-0.322987323524195
1.32150394927512,0.646223227244494,2.16543716080209,1.93893668317291,"1",1.10593668612919
3.27445419883725,3.26367192266389,1.08367421269738,1.86196753631223,"0",-5.19276958390594
2.48508947855084,2.24519831035106,1.76754492092135,1.20911211284335,"0",-2.82703031931874
1.28291309255964,0.707795136589939,3.2536014403375,2.727052210541,"0",0.521267536220485
2.55066833752556,2.16651069616562,0.82670153197268,2.2148464147201,"0",-2.78211994269937
1.77882969653677,1.48010366300039,1.84876516315653,1.69167630041201,"0",-1.40380967685764
0.554070747067975,2.08186185294735,2.03896265360367,2.11273573928997,"0",-2.51959458806754
1.46230419540727,2.46395803900775,2.28817832685394,1.84784950213597,"0",-3.39459170826424
3.08732914863687,3.8534758469296,0.887830782461779,1.3021638547292,"0",-7.19018119311416
0.29079293025611,0.939961808829329,2.71490372855378,2.28029286431367,"0",0.123659221929877
0.577915441103628,0.409824450260561,3.33141100301615,2.69207023026051,"0",0.888277596259107
1.47118491069867,1.49327613656526,2.25609638601277,2.98182256107465,"0",-0.848020124692056
2.10482458032923,3.0402013120778,2.29595948963755,1.8911176670807,"0",-5.03253685002313
2.98002436191866,2.59929113186419,0.965878969002386,1.5807285586372,"0",-3.80892047130701
1.99547861814189,4.07381802767986,1.18436758727668,0.0528683733866626,"0",-9.18921437770337
2.07223501459404,1.32862150304051,2.6098107107551,2.13122508466147,"0",-1.10789548973782
1.8791942010232,1.82279454201387,3.04302539792512,2.1064490933175,"0",-1.72769780685881
1.45275980954585,-0.399994086504496,3.31966476880031,2.74356127571226,"0",1.96766954496672
0.839769401300975,1.5118721619419,2.05933087957301,2.45280489943416,"0",-1.0310909959401
1.97005705266879,2.40048599689403,1.68325788998455,2.32003351449221,"0",-3.35224421207531
0.438631879924458,2.15234998080729,2.52731994587112,3.4461718462885,"0",-1.86398912277821
2.93085423529552,2.904224561065,1.79513595082883,1.95631759469571,"0",-3.98926510573831
1.33382004114147,2.75626524892846,1.63263473116172,2.21634364716582,"0",-4.38760819168597
2.4522244128384,1.70938012880796,2.49452306786779,1.58447449562767,"0",-1.66356914705227
1.49533291327207,2.3161655881928,2.62632465127665,2.25270193582337,"0",-3.22934103250343
2.15543351428678,1.53130727045506,2.76199931060033,2.60461247760303,"0",-0.985720122915746
2.9172175442474,1.70872150196523,2.78083961550203,2.4890552947119,"0",-0.686263821009021
1.59735142581943,1.83935282980835,2.46799468936821,2.44540793303523,"0",-1.88628171528942
